RIC;ISIN;Company Common Name;TRBC Economic Sector Name;Country of Issuer
LXB.ST;SE0015192075;Luxbright AB;Healthcare;Sweden
LINKAB.ST;SE0006993804;Link Prop Investment AB (publ);Real Estate;Sweden
RPLAN.ST;SE0011178201;Ranplan Group Ab;Technology;Sweden
SONE.ST;SE0009580517;Sonetel AB (publ);Technology;Sweden
KENH.ST;SE0005100757;Kentima Holding AB (publ);Technology;Sweden
PRCOb.ST;SE0000141137;Precio Fishbone AB;Technology;Sweden
LIVIH.ST;SE0010769356;Liv ihop AB (publ);Consumer Non-Cyclicals;Sweden
TRGRO.ST;SE0012990646;Transcendent Group AB (publ);Industrials;Sweden
TWIIK.ST;SE0015797352;Twiik AB;Technology;Sweden
APRNDR.ST;SE0015960778;Aprendere Skolor AB (publ );Academic & Educational Services;Sweden
TBD30SPACa.ST;SE0016075246;tbd30 AB;Financials;Sweden
GUGEO.ST;SE0005562014;Guideline Geo AB (publ);Industrials;Sweden
HELIO.ST;SE0005933082;Heliospectra AB (publ);Technology;Sweden
TH1NG.ST;SE0016074124;TH1NG AB (publ);Technology;Sweden
PENGb.ST;SE0011337666;Projektengagemang Sweden AB;Industrials;Sweden
ARCOMA.ST;SE0006219176;Arcoma AB;Healthcare;Sweden
NILS.ST;SE0007702949;Nilsson Special Vehicles AB (publ);Consumer Cyclicals;Sweden
LIPUM.ST;SE0015660899;Lipum AB (publ);Healthcare;Sweden
AGESb.ST;SE0005799046;AGES Industri AB;Basic Materials;Sweden
NFGAB.ST;SE0001994658;Nordic Flanges Group AB (publ);Consumer Cyclicals;Sweden
HOYLU.ST;SE0009581192;Hoylu AB;Technology;Sweden
AVTCHb.ST;SE0004270445;Avtech Sweden AB (publ);Industrials;Sweden
NJOB.ST;SE0001790346;NetJobs Group AB;Industrials;Sweden
BONAS.ST;SE0007157953;Bonasudden Holding AB (publ);Real Estate;Sweden
TRIBOb.ST;SE0010600429;Triboron International AB;Basic Materials;Sweden
HIFAb.ST;SE0000483943;Hifab Group AB;Industrials;Sweden
BINERO.ST;SE0005249570;Binero Group AB (publ);Consumer Cyclicals;Sweden
MAGLE.ST;SE0014401014;Magle Chemoswed Holding AB;Healthcare;Sweden
AINO.ST;SE0009242555;Aino Health AB (publ);Industrials;Sweden
TCTE.ST;SE0007603170;TC TECH Sweden AB (publ);Industrials;Sweden
SKMO.ST;SE0000476228;Skane mollan AB;Consumer Non-Cyclicals;Sweden
KAKEL.ST;SE0009921075;Kakel Max AB (publ);Consumer Cyclicals;Sweden
TRUEb.ST;SE0016787071;Truecaller AB;Technology;Sweden
NORBb.ST;SE0015812128;Nordisk Bergteknik AB (publ);Basic Materials;Sweden
FNOX.NGM;SE0001966656;Fortnox AB;Technology;Sweden
PLEJD.TE;SE0008014476;Plejd AB;Industrials;Sweden
SYNACT.TE;SE0008241491;SynAct Pharma AB;Healthcare;Sweden
TIROINT.NGM;SE0009242027;Transiro Int AB;Technology;Sweden
BIOEX.TE;SE0016276752;Bioextrax AB publ;Industrials;Sweden
RHOVAC.TE;SE0007784319;RhoVac AB;Healthcare;Sweden
QBIT.NGM;SE0010662585;Quickbit eu AB (publ);Technology;Sweden
TRNSF.NGM;SE0011870757;Transfer Group AB (publ);Technology;Sweden
IMINT.TE;SE0007692124;Imint Image Intelligence AB;Technology;Sweden
WIG.TE;SE0015811377;Wicket Gaming AB;Technology;Sweden
XPEC.NGM;SE0013460375;Xpecunia Nordic Aktiebolag (publ);Technology;Sweden
COEGIN.NGM;SE0014262218;Coegin Pharma AB;Healthcare;Sweden
MCLR.NGM;SE0009190572;Medclair Invest AB;Industrials;Sweden
RFAST.NGM;SE0016128169;Randviken Fastigheter AB (publ);Real Estate;Sweden
JOSA.TE;SE0001106469;Josab Water Solutions AB (publ);Industrials;Sweden
METAC.NGM;SE0003086214;Metacon AB (publ);Energy;Sweden
ECOb.TE;SE0003273531;EcoRub AB;Industrials;Sweden
NOWO.NGM;SE0015660840;Nowonomics AB (publ);Industrials;Sweden
SYNTH.TE;SE0015987946;SyntheticMR AB (publ);Healthcare;Sweden
CMHM.NGM;SE0009495559;Chordate Medical Holding publ AB;Healthcare;Sweden
GIGb.TE;SE0014956306;Gigger Group AB (publ);Technology;Sweden
CRVEb.NGM;SE0009805401;CR Ventures AB;Technology;Sweden
ORTb.TE;SE0005676103;Ortoma AB;Healthcare;Sweden
SUST.NGM;SE0011643980;Sustainable Energy Solutions Sweden Holding AB;Industrials;Sweden
BEYOND.TE;SE0011614965;Beyond Frames Entertainment AB (publ);Technology;Sweden
QLOSRb.NGM;SE0005594801;Qlosr Group AB (publ);Basic Materials;Sweden
GJAB.TE;SE0004576346;Gullberg & Jansson AB (publ);Industrials;Sweden
BAHNb.TE;SE0010442418;Bahnhof AB (publ);Technology;Sweden
CRNOSb.TE;SE0008241558;Cereno Scientific AB;Healthcare;Sweden
KOBR.NGM;SE0000500779;Kopparbergs Bryggeri AB;Consumer Non-Cyclicals;Sweden
CPEI.NGM;SE0012012268;Coeli Private Equity AB;Financials;Sweden
TOPR.NGM;SE0010297507;Topright Nordic AB (Publ);Industrials;Sweden
GRANGX.NGM;SE0007789417;Grangesberg Exploration Holding AB (publ);Industrials;Sweden
ABERA.TE;SE0015245097;Abera Bioscience AB;Healthcare;Sweden
BRANDB.TE;SE0008375331;Brandbee Holding AB;Technology;Sweden
APTA.TE;SE0006543450;Aptahem AB;Healthcare;Sweden
BIOF.TE;SE0014262887;Biofrigas Sweden AB (publ);Energy;Sweden
AERWb.TE;SE0009346299;Aerowash AB (Publ);Technology;Sweden
247.TE;SE0010546911;24SevenOffice Group AB;Technology;Sweden
BRAIN.TE;SE0005731833;BrainCool AB (publ);Healthcare;Sweden
KRONA.TE;SE0015657895;Krona Public Real Estate AB;Real Estate;Sweden
SMOL.TE;SE0010820381;Smoltek Nanotech Holding AB;Technology;Sweden
RESPS.TE;SE0004550192;Respiratorius AB (publ);Healthcare;Sweden
MLTR.NGM;SE0008405799;Meltron AB (publ);Industrials;Sweden
DIVIb.NGM;SE0011204858;Dividend Sweden AB;Financials;Sweden
SBFBOa.NGM;SE0015657622;SBF Bostad AB (publ);Real Estate;Sweden
ABIGR.NGM;SE0003617075;Abelco Investment Group AB;Industrials;Sweden
QBRICK.NGM;SE0015962105;Qbrick AB (publ);Technology;Sweden
MEDIMI.TE;SE0001860511;Medimi AB;Healthcare;Sweden
ATANA.NGM;SE0010547273;Attana AB;Healthcare;Sweden
GTABb.NGM;SE0000524530;Glycorex Transplantation AB (publ);Healthcare;Sweden
PRLD.NGM;SE0003618230;Prolight Diagnostics AB (publ);Healthcare;Sweden
WILA.NGM;SE0008964266;WilLak AB;Consumer Cyclicals;Sweden
ABSLC.TE;SE0007387022;Absolicon Solar Collector AB;Energy;Sweden
FOLLI.TE;SE0006288270;Follicum AB;Healthcare;Sweden
GTGS.NGM;SE0008587117;Gold Town Games AB;Consumer Cyclicals;Sweden
VPABb.TE;SE0010663161;Veteranpoolen AB;Industrials;Sweden
ALHX.TE;SE0000885501;AlphaHelix Molecular Diagnostics AB (publ);Healthcare;Sweden
SAFGb.NGM;SE0002081166;Safe Lane Gaming AB (publ);Technology;Sweden
STVAb.NGM;SE0002149369;Star Vault AB;Technology;Sweden
ARBONa.NGM;SE0003210590;Arbona AB (publ);Financials;Sweden
CRBX.TE;SE0013016128;Carbiotix AB (publ);Healthcare;Sweden
MOFAST.TE;SE0012596120;Malardalens Omsorgsfastigheter Holding AB (publ);Real Estate;Sweden
EQL.TE;SE0005497732;EQL Pharma AB;Consumer Non-Cyclicals;Sweden
MALAR.TE;SE0008937411;Malarasen AB (publ);Real Estate;Sweden
LUMITO.NGM;SE0011282847;Lumito AB (publ);Healthcare;Sweden
HALMEN.TE;SE0012010932;Halmslatten Fastighets AB;Real Estate;Sweden
ZOOMI.TE;SE0012740074;Zoomability Int AB (publ);Consumer Cyclicals;Sweden
SOUND.TE;SE0016589063;Sound Dimension AB;Technology;Sweden
BATTM.NGM;SE0012481570;Eurobattery Minerals AB;Basic Materials;Sweden
GOGO.TE;SE0013235553;GOGO Lead Tech AB (publ);Technology;Sweden
PMED.TE;SE0005962206;Peptonic Medical AB;Healthcare;Sweden
NTGRP.NGM;SE0009690811;Net Trading Group NTG AB (publ);Technology;Sweden
UMIDAb.TE;SE0009190788;Umida Group AB (publ);Consumer Non-Cyclicals;Sweden
MPOS.TE;SE0002834507;Micropos Medical AB (publ);Healthcare;Sweden
INFRAC.TE;SE0010414573;Infracom Group AB (publ);Technology;Sweden
FLMNG.TE;SE0013042561;Fleming Properties AB;Industrials;Sweden
CSEC.TE;SE0005991981;C Security Systems AB;Technology;Sweden
HAMLETb.TE;SE0015661152;Hamlet Pharma AB;Healthcare;Sweden
LOGIST.TE;SE0010414615;Logistri Fastighets AB (publ);Real Estate;Sweden
HOMEb.TE;SE0001426131;HomeMaid AB (publ);Consumer Non-Cyclicals;Sweden
FLOWS.TE;SE0005937117;Flowscape Technology AB (publ);Technology;Sweden
SOSIL.NGM;SE0001057910;Sotkamo Silver AB;Basic Materials;Sweden
IMSYS.NGM;SE0011643410;Imsys AB (publ);Technology;Sweden
DICOT.TE;SE0011178458;Dicot AB;Healthcare;Sweden
SPGR.TE;SE0014704763;Spotlight Group AB;Financials;Sweden
BACKA.TE;SE0015221619;Backaheden Fastighets AB;Real Estate;Sweden
ECOM.TE;SE0004051068;Ecomb AB (publ);Industrials;Sweden
EVERY.TE;SE0016127831;Everysport Media Group AB;Consumer Cyclicals;Sweden
RAYTL.NGM;SE0011721356;Raytelligence AB;Technology;Sweden
NICA.TE;SE0005454873;Nanologica AB (publ);Basic Materials;Sweden
PNVA.NGM;SE0013108867;Paynova AB;Technology;Sweden
ISAB.TE;SE0009983893;Inhalation Sciences Sweden AB;Healthcare;Sweden
BRIOX.NGM;SE0008588131;Briox AB;Technology;Sweden
CAMb.TE;SE0015191739;Consensus Asset Management AB (publ);Financials;Sweden
FRNTb.NGM;SE0005337920;Front Ventures AB (publ);Financials;Sweden
AFRIR.NGM;SE0009496482;Africa Resources AB (publ);Basic Materials;Sweden
AGTIRAb.NGM;SE0008588354;Agtira AB;Consumer Non-Cyclicals;Sweden
BLUEL.NGM;SE0015382148;Bluelake Mineral AB (publ);Basic Materials;Sweden
SELECTb.TE;SE0012622785;Selectimmune Pharma AB;Healthcare;Sweden
ALONNRb.NGM;SE0016101992;Archelon Natural Resources AB (publ);Energy;Sweden
ADVTY.NGM;SE0011724889;Adverty publ AB;Technology;Sweden
PEXAb.TE;SE0007412374;PExA AB;Healthcare;Sweden
ECTINb.TE;SE0015987714;Ectin Research AB;Healthcare;Sweden
MEDF.TE;SE0004479046;Medfield Diagnostics AB;Healthcare;Sweden
GAMEC.NGM;SE0010820191;Game Chest Group AB (publ);Technology;Sweden
FINEP.TE;SE0009189442;Finepart Sweden AB;Industrials;Sweden
HEART.TE;SE0006256798;Scandinavian Real Heart AB;Healthcare;Sweden
WNT.TE;SE0003553130;Wntresearch AB;Healthcare;Sweden
ZENI.TE;SE0006343984;Zenicor Medical Systems AB;Healthcare;Sweden
CALMAb.TE;SE0011116524;Calmark Sweden AB;Healthcare;Sweden
OMNIC.TE;SE0009997331;OmniCar Holding AB;Technology;Sweden
WTGR.TE;SE0006028577;Wonderful Times Group AB;Consumer Cyclicals;Sweden
NEOD.TE;SE0011563410;Neodynamics AB (publ);Healthcare;Sweden
MEGRP.NGM;SE0007705074;Mediacle Group AB (publ);Technology;Sweden
ZENZIPb.TE;SE0010413658;Zenergy AB;Consumer Cyclicals;Sweden
OBDUb.NGM;SE0000514705;Obducat AB;Technology;Sweden
SEAL.TE;SE0006261038;Sealwacs AB;Industrials;Sweden
KLIMAT.TE;SE0014401329;Klimator AB;Technology;Sweden
NOSIUMb.NGM;SE0010636704;NOSIUM AB (publ);Consumer Non-Cyclicals;Sweden
JSSEC.TE;SE0014829495;JS Security Technologies Group AB;Technology;Sweden
EOID.NGM;SE0007280482;Eyeonid Group AB;Technology;Sweden
NISCH.NGM;SE0000308298;Nischer Properties AB;Financials;Sweden
BOSJO.TE;SE0016828909;Bosjo Fastigheter AB (publ);Real Estate;Sweden
ACUC.TE;SE0009695927;AcuCort AB;Consumer Non-Cyclicals;Sweden
PHIG.TE;SE0005504636;Phase Holographic Imaging PHI AB;Healthcare;Sweden
NXAR.NGM;SE0009346109;Nexar Group AB;Consumer Cyclicals;Sweden
TCCa.NGM;SE0014965604;TCECUR Sweden AB (publ);Technology;Sweden
GATE.NGM;SE0008435044;Jumpgate AB;Technology;Sweden
JETTY.TE;SE0011644392;Jetty AB;Technology;Sweden
HOODIN.TE;SE0011415249;Hoodin AB;Technology;Sweden
ABIG.TE;SE0006091476;Igrene AB (publ);Energy;Sweden
FBMa.NGM;SE0008293591;FundedByMe Crowdfunding Sweden AB (publ);Financials;Sweden
EATG.TE;SE0009548597;EatGood Sweden AB;Consumer Cyclicals;Sweden
SYDSV.TE;SE0007897251;Sydsvenska Hem AB (publ);Real Estate;Sweden
VSDYNb.TE;SE0006852125;VibroSense Dynamics AB;Healthcare;Sweden
NEVIb.TE;SE0004020931;New Equity Venture International AB;Financials;Sweden
BIBB.TE;SE0010102095;BibbInstruments AB;Healthcare;Sweden
ANIMAb.NGM;SE0012569853;Anima Group AB;Consumer Cyclicals;Sweden
ESEN.TE;SE0009889157;Esen Esports AB;Technology;Sweden
EMOTR.TE;SE0006851507;Emotra AB;Healthcare;Sweden
EUCI.TE;SE0015382155;Eurocine Vaccines AB;Healthcare;Sweden
MIHO.TE;SE0015657820;Miris Holding AB (publ);Healthcare;Sweden
SDET.TE;SE0003037456;SensoDetect AB;Healthcare;Sweden
SELARM.TE;SE0015657663;Sensor Alarm Norden AB;Industrials;Sweden
LAIR.NGM;SE0008963888;LightAir AB (publ);Industrials;Sweden
SCCb.TE;SE0007897764;Sjostrand Coffee Int AB;Consumer Cyclicals;Sweden
COMINT.TE;SE0011751569;Comintelli AB;Technology;Sweden
POLYMER.TE;SE0015244470;Polymer Factory Sweden AB;Basic Materials;Sweden
TAURb.TE;SE0001075102;Taurus Energy AB (publ);Energy;Sweden
AMH2b.TE;SE0001356932;Amhult 2 AB;Real Estate;Sweden
DBPHAb.TE;SE0007185525;Double Bond Pharmaceutical International AB (publ);Healthcare;Sweden
CF1prefp2.NGM;SE0009695851;Coeli Fastighet I AB;Financials;Sweden
RECYb.TE;SE0014808978;Recyctec Holding AB;Industrials;Sweden
AMIDO.TE;SE0013042108;Amido AB publ;Technology;Sweden
SAFES.TE;SE0005308632;Safe At Sea AB;Industrials;Sweden
FXI.TE;SE0003787555;FX International AB;Financials;Sweden
PREBON.TE;SE0007692884;Prebona AB;Basic Materials;Sweden
GOMERO.TE;SE0011167535;Gomero Group AB;Industrials;Sweden
MANDEL.TE;SE0013888963;Mandel Design Group AB;Consumer Cyclicals;Sweden
WRSD.NGM;SE0015194832;We aRe Spin Dye WRSD AB (publ);Industrials;Sweden
SARSYS.NGM;SE0009320294;Sarsys-Asft AB;Industrials;Sweden
FGG.TE;SE0002209155;Future Gaming Group International AB;Consumer Cyclicals;Sweden
HMPLY.NGM;SE0014402400;Hemply Balance Holding AB (publ);Consumer Cyclicals;Sweden
EASYb.TE;SE0002039222;EasyFill AB (publ);Industrials;Sweden
F2M.NGM;SE0011414283;Free2Move Holding AB;Technology;Sweden
EBLITZ.NGM;SE0009580756;eBlitz Group AB;Financials;Sweden
TOUCH.TE;SE0010414482;Touchtech AB;Technology;Sweden
QBNK.TE;SE0007278726;QBNK Holding AB (publ);Technology;Sweden
TINGS.TE;SE0012621811;Tingsvalvet Fastighets AB (publ);Real Estate;Sweden
MONI.TE;SE0013512282;Monivent AB;Healthcare;Sweden
PREU.TE;SE0006260865;Premium Snacks Nordic AB;Consumer Non-Cyclicals;Sweden
REALb.NGM;SE0007922885;Real Holding i Sverige AB (publ);Real Estate;Sweden
REDS.TE;SE0006965158;Redsense Medical AB (publ);Healthcare;Sweden
ODIN.TE;SE0015809967;Odinwell AB;Healthcare;Sweden
OBST.TE;SE0010598573;ObsteCare AB;Healthcare;Sweden
ACOS.TE;SE0009580079;Acosense AB;Industrials;Sweden
MEDNA.NGM;SE0001789793;MedicaNatumin AB;Consumer Non-Cyclicals;Sweden
MODI.TE;SE0005798923;Motion Display Scandinavia AB;Technology;Sweden
BLICK.TE;SE0005962362;Blick Global Group AB (publ);Technology;Sweden
LATFb.TE;SE0003883008;Latvian Forest Company AB;Financials;Sweden
VADS.TE;SE0007980362;Vadsbo SwitchTech Group AB;Industrials;Sweden
STREAM.TE;SE0015244462;Streamify AB;Technology;Sweden
SKOGa.NGM;SE0012453686;Skogsfond Baltikum AB (publ);Financials;Sweden
NOVU.TE;SE0001989260;Novus Group International AB;Consumer Cyclicals;Sweden
AXKID.TE;SE0005934452;Axkid AB;Consumer Cyclicals;Sweden
ENVIRb.TE;SE0005704095;Envirologic AB (publ);Industrials;Sweden
FOUT.NGM;SE0007525738;Fastout Int AB;Technology;Sweden
VANb.BQB;SE0010102665;Vaneo Capital AB;Financials;Sweden
PHAL.TE;SE0003359710;PharmaLundensis AB;Healthcare;Sweden
SWEMb.NGM;SE0006886917;Swemet AB;Industrials;Sweden
MBBAB.TE;SE0015988100;Movebybike Europe AB;Industrials;Sweden
COMPIT.TE;SE0009606593;Compare-IT Nordic AB;Industrials;Sweden
HUBSO.TE;SE0009806177;Hubso Group AB (publ);Technology;Sweden
SUSG.TE;SE0002067421;Sustainion Group AB;Industrials;Sweden
GENES.TE;SE0000661613;Genesis IT AB;Technology;Sweden
CNI5prefP2.NGM;SE0011090646;CNI Nordic 5 AB;Financials;Sweden
EXALT.TE;SE0005223542;Exalt AB (publ);Technology;Sweden
DEXTECH.TE;SE0005881489;Dextech Medical AB;Healthcare;Sweden
ESGRb.TE;SE0014428447;ES Energy Save Holding AB;Industrials;Sweden
SLOTTb.TE;SE0000102857;Slottsviken Fastighetsaktiebolag (publ);Real Estate;Sweden
IMSW.TE;SE0007603402;Invent Medic Sweden AB;Healthcare;Sweden
HYCO.TE;SE0015345897;Hybricon Bus System AB (publ);Industrials;Sweden
CGITb.TE;SE0010636837;CGit Holding AB (publ);Technology;Sweden
VASLOG.TE;SE0010662437;Vastsvensk Logistik AB (publ);Real Estate;Sweden
PROVIT.TE;SE0008321418;Provide IT Sweden AB (publ);Technology;Sweden
EUROC.TE;SE0002222596;Eurocon Consulting AB (publ);Technology;Sweden
GGNb.MANG;SE0004546422;Green Growth Nordic AB;Financials;Sweden
CRWEN.NGM;SE0004210854;Crown Energy AB;Energy;Sweden
XAVIb.NGM;SE0003088541;Xavi Solutionnode AB (publ);Industrials;Sweden
TRML.NGM;SE0011528082;Trainimal AB;Technology;Sweden
EURIb.TE;SE0000488744;European Institute of Science AB;Healthcare;Sweden
JOJK.TE;SE0002017707;Jojka Communications AB;Technology;Sweden
ENRAD.TE;SE0009994858;Enrad AB;Industrials;Sweden
LOVI.TE;SE0000418873;Lovisagruvan AB (publ);Basic Materials;Sweden
LCTE.NGM;SE0000619371;LC Tec Holding AB;Technology;Sweden
TPGR.NGM;SE0010442962;Time People Group AB (publ);Technology;Sweden
IMSOLb.NGM;SE0000689978;Implementa Sol AB (publ);Energy;Sweden
SRTMG.TE;SE0008347462;Shortcut Media AB;Consumer Cyclicals;Sweden
PHOLpref.NGM;SE0013486099;Preservia Holding AB;Real Estate;Sweden
NFO.TE;SE0015193800;NFO Drives AB;Industrials;Sweden
SPIRA.TE;SE0007640297;DalsSpira Mejeri AB;Consumer Non-Cyclicals;Sweden
IES.MANG;SE0000652083;IES Internet Express Scandinavia AB;Technology;Sweden
RENT.NGM;SE0004548451;Rentunder Holding AB;Industrials;Sweden
POLARC.TE;SE0012570422;Polarcool AB;Healthcare;Sweden
PHYRpref.NGM;SE0009973365;Preservia Hyresfastigheter AB (publ);Real Estate;Sweden
AMNO.TE;SE0014609194;Amnode AB;Basic Materials;Sweden
N55.NGM;SE0009889934;News55 AB;Consumer Cyclicals;Sweden
OPT.TE;SE0010769380;OptiMobile AB (publ);Technology;Sweden
ODI.TE;SE0013409760;Odi Pharma AB (publ);Healthcare;Sweden
BODY.TE;SE0011089929;Bodyflight Sweden AB;Consumer Cyclicals;Sweden
TRANSa.TE;SE0015221908;Transferator AB (publ);Financials;Sweden
ALLT.TE;SE0015192828;Alltainer AB;Real Estate;Sweden
ALTEM.TE;SE0005620408;Alteco Medical AB;Healthcare;Sweden
IAPO.BQB;SE0009357429;iApotek Int AB;Consumer Non-Cyclicals;Sweden
AQUAT.TE;SE0015244132;Aquaticus Real Estate AB (publ);Real Estate;Sweden
AIKb.NGM;SE0000598278;AIK Fotboll AB;Consumer Cyclicals;Sweden
ZESEC.NGM;SE0015812540;Zesec of Sweden AB (publ);Technology;Sweden
ZHODb.BQB;SE0007789524;Zhoda Investments AB (publ);Energy;Sweden
SAMTb.NGM;SE0009267834;Samtrygg Group AB (publ);Real Estate;Sweden
PSIBb.BQB;SE0000514572;Petrosibir AB;Energy;Sweden
RURIb.MANG;SE0001199233;RURIC AB ( publ );Real Estate;Sweden
MASIb.BQB;SE0008991335;Masify Capital AB (publ);Energy;Sweden
RHD.WA;SE0001856519;Reinhold Europe AB;Real Estate;Sweden
PARAN.BQB;SE0002392886;Parans Solar Lighting AB (publ);Energy;Sweden
TCABb.NGM;SE0006877700;Tectona Capital AB;Real Estate;Sweden
NORV.MANG;SE0010713842;Norventures AB;Technology;Sweden
RUI.MANG;SE0011974328;Retail United International AB (publ);Financials;Sweden
MLDYH.EUA;SE0007045380;Design Your Home Holding AB (publ);Consumer Cyclicals;Sweden
IPO-TRAS.PK;NULL;Transuite.Org Inc;Technology;Poland
CATG.PK;US14070V2060;Capstone Technologies Group Inc;Consumer Non-Cyclicals;Poland
PVEN.PK;US74112U2024;Press Ventures Inc;Basic Materials;Poland
IPO-VCF.WA;NULL;Voicefinder SA;NULL;Poland
IPO-BLO.WA;NULL;BLOOMGA SA;NULL;Poland
IPO-STA.WA;NULL;Statima SA;Financials;Poland
IPO-PKL.WA;NULL;Polskie Koleje Linowe SA;Industrials;Poland
IPO-AMED.WA;NULL;Aidem Media Sp z o o;Technology;Poland
IPO-RAI.BX;NULL;Raiko Polska Sp zoo;Industrials;Poland
EPPJ.J;NL0011983374;Epp NV;Real Estate;Poland
KGH.WA;PLKGHM000017;KGHM Polska Miedz SA;Basic Materials;Poland
PEO.WA;PLPEKAO00016;Bank Polska Kasa Opieki SA;Financials;Poland
PZU.WA;PLPZU0000011;Powszechny Zaklad Ubezpieczen SA;Financials;Poland
PKO.WA;PLPKO0000016;Powszechna Kasa Oszczednosci Bank Polski SA;Financials;Poland
PKN.WA;PLPKN0000018;Polski Koncern Naftowy Orlen SA;Energy;Poland
CDR.WA;PLOPTTC00011;CD Projekt SA;Consumer Cyclicals;Poland
DNP.WA;PLDINPL00011;Dino Polska SA;Consumer Non-Cyclicals;Poland
JSW.WA;PLJSW0000015;Jastrzebska Spolka Weglowa SA;Energy;Poland
LPPP.WA;PLLPP0000011;LPP SA;Consumer Cyclicals;Poland
MABP.WA;PLMBION00016;Mabion SA;Healthcare;Poland
TENP.WA;PLTSQGM00016;Ten Square Games SA;Technology;Poland
BMCP.WA;PLBMECH00012;Bumech SA;Basic Materials;Poland
CCCP.WA;PLCCC0000016;CCC SA;Consumer Cyclicals;Poland
PGN.WA;PLPGNIG00014;Polskie Gornictwo Naftowe i Gazownictwo SA;Energy;Poland
SPL1.WA;PLBZ00000044;Santander Bank Polska SA;Financials;Poland
ALRR.WA;PLALIOR00045;Alior Bank SA;Financials;Poland
MBK.WA;PLBRE0000012;mBank SA;Financials;Poland
MRCP.WA;PLMRCTR00015;Mercator Medical SA;Healthcare;Poland
LWBP.WA;PLLWBGD00016;Lubelski Wegiel Bogdanka SA;Energy;Poland
LTSP.WA;PLLOTOS00025;Grupa Lotos SA;Energy;Poland
CPS.WA;PLCFRPT00013;Cyfrowy Polsat SA;Consumer Cyclicals;Poland
PGE.WA;PLPGER000010;PGE Polska Grupa Energetyczna SA;Utilities;Poland
TPE.WA;PLTAURN00011;Tauron Polska Energia SA;Utilities;Poland
OPL.WA;PLTLKPL00017;Orange Polska SA;Technology;Poland
MILP.WA;PLBIG0000016;Bank Millennium SA;Financials;Poland
GNB.WA;PLGETBK00012;Getin Noble Bank SA;Financials;Poland
ATTP.WA;PLZATRM00012;Grupa Azoty SA;Basic Materials;Poland
KRU.WA;PLKRK0000010;Kruk SA;Financials;Poland
ACPP.WA;PLSOFTB00016;Asseco Poland SA;Technology;Poland
WPPL.WA;PLWRTPL00027;Wirtualna Polska Holding SA;Technology;Poland
KTY.WA;PLKETY000011;Grupa Kety SA;Basic Materials;Poland
FMF.WA;PLFAMUR00012;Famur SA;Basic Materials;Poland
MBR.WA;PLMOBRK00013;Mo-Bruk SA;Industrials;Poland
INGP.WA;PLBSK0000017;ING Bank Slaski SA;Financials;Poland
GCN.WA;PLINTGR00013;Groclin SA;Consumer Cyclicals;Poland
CIEP.WA;PLCIECH00018;Ciech SA;Basic Materials;Poland
NEUP.WA;PLTRFRM00018;Neuca SA;Consumer Non-Cyclicals;Poland
DVLP.WA;PLLCCRP00017;Develia SA;Real Estate;Poland
BLOP.WA;PLBLOBR00014;Bloober Team SA;Consumer Cyclicals;Poland
XTB.WA;PLXTRDM00011;X Trade Brokers Dom Maklerski SA;Financials;Poland
BFT.WA;PLBNFTS00018;Benefit Systems SA;Industrials;Poland
BHW.WA;PLBH00000012;Bank Handlowy w Warszawie SA;Financials;Poland
BML.WA;PLBMDLB00018;Biomed Lublin Wytwornia Surowic i Szczepionek SA;Healthcare;Poland
LVCP.WA;PLLVTSF00010;Livechat Software SA;Technology;Poland
RFK.WA;PLRAFAK00018;RAFAKO SA w restrukturyzacji;Industrials;Poland
ENAE.WA;PLENEA000013;Enea SA;Utilities;Poland
ZEEP.WA;PLZEPAK00012;Zespol Elektrowni Patnow Adamow Konin SA;Utilities;Poland
BDXP.WA;PLBUDMX00013;Budimex SA;Industrials;Poland
BNP1.WA;PLBGZ0000010;BNP Paribas Bank Polska SA;Financials;Poland
PKPP.WA;PLPKPCR00011;PKP Cargo SA;Industrials;Poland
GPW.WA;PLGPW0000017;Gielda Papierow Wartosciowych w Warszawie SA;Financials;Poland
COGP.WA;PLCNTSL00014;Cognor Holding SA;Basic Materials;Poland
SLV1.WA;PLSLVCR00029;Selvita SA;Healthcare;Poland
11B.WA;PL11BTS00015;11 Bit Studios SA;Consumer Cyclicals;Poland
EUR.WA;PLEURCH00011;Eurocash SA;Consumer Non-Cyclicals;Poland
PXMP.WA;PLMSTSD00019;Polimex Mostostal SA;Industrials;Poland
STP.WA;PLSTLPD00017;Stalprodukt SA;Basic Materials;Poland
BOSP.WA;PLBOS0000019;Bank Ochrony Srodowiska SA;Financials;Poland
DOMP.WA;PLDMDVL00012;Dom Development SA;Consumer Cyclicals;Poland
DGE1.WA;PLDRG0000013;Drago Entertainment SA;Technology;Poland
AMT.WA;PLALMTL00023;Alumetal SA;Basic Materials;Poland
WLTP.WA;PLWELTN00012;Wielton SA;Industrials;Poland
AMCP.WA;PLAMICA00010;Amica SA;Consumer Cyclicals;Poland
PLWP.WA;PLPLAYW00015;Playway SA;Consumer Cyclicals;Poland
MMSP.WA;PLA346100011;Madmind Studio SA;Technology;Poland
F51.WA;PLFRMGR00015;Farm 51 Group SA;Consumer Cyclicals;Poland
EC2P.WA;PLEC20000010;EC2 SA;Technology;Poland
APR.WA;PLATPRT00018;Auto Partner SA;Consumer Cyclicals;Poland
CTXP.WA;PLCPTRT00014;Captor Therapeutics SA;Healthcare;Poland
